#SOCIAL
CharFound   you bonks $N over the head with a dead womp rat.~
VictFound   $n bonks you over the head with a dead womp rat.~
CharAuto    Bleeds wacks you over the head with a womp rat.~
OthersAuto  Bleeds wacks $n over the head with a womp rat.~
End

#SOCIAL
Name        boot~
CharNoArg   You look for someone to give a swift boot in the ass too.~
OthersNoArg $n looks for someone that wants to recieve a swift boot in the ass.~
CharFound   You boot $N..serves $M right..jerk..~
OthersFound $n boots $N..serves $M right..jerk..~
VictFound   $n boots you....that jerk!!!! get $m back!~
End

#SOCIAL
Name        bounce~
CharNoArg   BOIINNNNNNGG!~
OthersNoArg $n bounces around.~
CharFound   You bounce onto $S lap.~
OthersFound $n bounces onto $N's lap.~
VictFound   $n bounces onto your lap.~
CharAuto    You bounce your head like a basketball.~
OthersAuto  $n plays basketball with $s head.~
End

#SOCIAL
Name        bow~
CharNoArg   You bow deeply.~
OthersNoArg $n bows deeply.~
CharFound   You bow before $M.~
OthersFound $n bows before $N.~
VictFound   $n bows before you.~
CharAuto    You kiss your toes.~
OthersAuto  $n folds up like a jack knife and kisses $s own toes.~
End

#SOCIAL
Name        brb~
CharNoArg   You announce that you will be right back.~
OthersNoArg $n says in a stern voice, 'I'll be back!'~
CharFound   You announce to $M that you will be right back.~
OthersFound $n says to $N in a stern voice, 'I'll be back!'~
VictFound   $n says to you in a stern voice, 'I'll be right back!'~
CharAuto    You mumble to yourself, 'I'll be right back'~
OthersAuto  $n mumbles to $mself, 'I'll be right back, won't I?'~
End

#SOCIAL
Name        brush~
CharNoArg   Brush what? Who? Where?~
CharFound   You brush out $S hair for $M.  Very thoughtful.~
OthersFound $n brushes $N's hair for $M.  Looks better now.~
VictFound   $n brushes out your hair.  How nice of $m.~
CharAuto    You brush out your hair.  There - much better.~
OthersAuto  $n brushes out $s hair.  Looks much better now.~
End

#SOCIAL
Name        btchslap~
CharNoArg   Whom do you want to bitch-slap?~
OthersNoArg Uh oh... $n looks like theyre ready to nail someone!~
CharFound   You rear back, and slap $N across the Galaxy!~
OthersFound $n rears back and slaps $N so hard they wake up in the middle of next week!~
VictFound   $n rears back and slaps you so hard you wake up in the middle of next week!~
CharAuto    You rear back and slap yourself so you they vanish!~
OthersAuto  $n rears back and slaps $mself so hard &e vanishes!~
End

#SOCIAL
Name        burp~
CharNoArg   You burp loudly.~
OthersNoArg $n burps loudly.~
CharFound   You burp loudly to $M in response.~
OthersFound $n burps loudly in response to $N's remark.~
VictFound   $n burps loudly in response to your remark.~
CharAuto    You burp at yourself.~
OthersAuto  $n burps at $mself.  What a sick sight.~
End

#SOCIAL
Name        bye~
CharNoArg   You say goodbye to all in the room.~
OthersNoArg $n says goodbye to everyone in the room.~
CharFound   You say goodbye to $N.~
OthersFound $n says goodbye to $N.~
VictFound   $n says goodbye to you.~
CharAuto    You say goodbye to yourself.  Contemplating suicide?~
OthersAuto  $n says goodbye to $mself.  Is $e contemplating suicide?~
End

#SOCIAL
Name        cackle~
CharNoArg   You throw back your head and cackle with insane glee!~
OthersNoArg $n throws back $s head and cackles with insane glee!~
CharFound   You cackle gleefully at $N.~
OthersFound $n cackles gleefully at $N.~
VictFound   $n cackles gleefully at you.  Better keep your distance from $m.~
CharAuto    You cackle at yourself.  Now, THAT'S strange!~
OthersAuto  $n is really crazy now!  $e cackles at $mself.~
End

#SOCIAL
Name        catnap~
CharNoArg   You curl into a tiny ball and go to sleep.~
OthersNoArg $n curls $mself into a tiny ball and goes to sleep.~
CharFound   You curl up in $S lap and go to sleep.~
OthersFound $n curls up in $N's lap and goes to sleep.~
VictFound   $n curls up in your lap and goes to sleep.~
CharAuto    You curl into a tiny ball and go to sleep.~
OthersAuto  $n curls $mself into a tiny ball and goes to sleep.~
End

#SOCIAL
Name        challenge~
CharNoArg   Challenge who?~
CharFound   You challenge $N to a fight to the death.~
OthersFound $n challenges $N to a fight to the death.~
VictFound   $n challenges you to a fight to the death.~
CharAuto    Challenge YOURSELF to a fight to the death?  I think not...~
End

#SOCIAL
Name        cheer~
CharNoArg   You Stand up and cheer!~
OthersNoArg $n stands up and cheers proudly!~
CharFound   You cheer for $N!~
OthersFound $n cheers for $N!~
VictFound   $n cheers for you!~
CharAuto    You cheer for yourself! Don't you feel happy?~
OthersAuto  $n cheers for himself! Dosen't he look happy?~
End

#SOCIAL
Name        choke~
CharNoArg   You gag~
OthersNoArg $n gags~
End

#SOCIAL
Name        chortle~
CharNoArg   You chortle with glee.~
OthersNoArg $n chortles with glee.~
CharFound   You chortle loudly at $M.~
OthersFound $n chortles loudly at $N.~
VictFound   $n chortles loudly at you.~
CharAuto    You chortle loudly to yourself.~
OthersAuto  $n chortles loudly to $mself.~
End

#SOCIAL
Name        chuckle~
CharNoArg   You chuckle politely.~
OthersNoArg $n chuckles politely.~
CharFound   You chuckle at $S joke.~
OthersFound $n chuckles at $N's joke.~
VictFound   $n chuckles at your joke.~
CharAuto    You chuckle at your own joke, since no one else would.~
OthersAuto  $n chuckles at $s own joke, since none of you would.~
End

#SOCIAL
Name        clap~
CharNoArg   You clap your hands together.~
OthersNoArg $n shows $s approval by clapping $s hands together.~
CharFound   You clap at $S performance.~
OthersFound $n claps at $N's performance.~
VictFound   $n claps at your performance.~
CharAuto    You clap at your own performance.~
OthersAuto  $n claps at $s own performance.~
End

#SOCIAL
Name        claugh~
CharNoArg   &CYou &sl&sa&su&sg&sh til &Cyou cry&n!!~
OthersNoArg &C$n &sl&sa&su&sg&sh&ss til &C$e cries&n!!~
End

#SOCIAL
Name        comb~
CharNoArg   You comb your hair - perfect.~
OthersNoArg $n combs $s hair, how dashing!~
CharFound   You patiently untangle $N's hair - what a mess!~
OthersFound $n tries patiently to untangle $N's hair.~
VictFound   $n pulls your hair in an attempt to comb it.~
CharAuto    You pull your hair, but it will not be combed.~
OthersAuto  $n tries to comb $s tangled hair.~
End

#SOCIAL
Name        comfort~
CharNoArg   Do you feel uncomfortable?~
CharFound   You comfort $M.~
OthersFound $n comforts $N.~
VictFound   $n comforts you.~
CharAuto    You make a vain attempt to comfort yourself.~
OthersAuto  $n has no one to comfort $m but $mself.~
End

#SOCIAL
Name        cough~
CharNoArg   You cough to clear your throat and eyes and nose and....~
OthersNoArg $n coughs loudly.~
CharFound   You cough loudly.  It must be $S fault, $E gave you this cold.~
OthersFound $n coughs loudly, and glares at $N, like it is $S fault.~
VictFound   $n coughs loudly, and glares at you.  Did you give $M that cold?~
CharAuto    You cough loudly.  Why don't you take better care of yourself?~
OthersAuto  $n coughs loudly.  $n should take better care of $mself.~
End

#SOCIAL
Name        cower~
CharNoArg   What are you afraid of?~
OthersNoArg $n cowers in the corner from claustrophobia.~
CharFound   You cower in the corner at the sight of $M.~
OthersFound $n cowers in the corner at the sight of $N.~
VictFound   $n cowers in the corner at the sight of you.~
CharAuto    You cower in the corner at the thought of yourself.  You scaredy cat!~
OthersAuto  $n cowers in the corner.  What is wrong with $m now?~
End

#SOCIAL
Name        cringe~
CharNoArg   You cringe in terror.~
OthersNoArg $n cringes in terror!~
CharFound   You cringe away from $M.~
OthersFound $n cringes away from $N in mortal terror.~
VictFound   $n cringes away from you.~
CharAuto    I beg your pardon?~
End

#SOCIAL
Name        crush~
CharNoArg   You squint and hold two fingers up, saying 'I'm crushing your heads!'~
OthersNoArg $n squints and holds two fingers up, saying 'I'm crushing your heads!'~
CharFound   You hold two fingers up at $M and say, 'I'm crushing your head!'~
OthersFound $n holds two fingers up at $N and says, 'I'm crushing your head!'~
VictFound   $n holds two fingers up at you and says, 'I'm crushing your head!'~
CharAuto    You crush yourself.  YEEEEOOOUUUUCH!~
OthersAuto  $n crushes $mself into the ground.  OUCH!~
End

#SOCIAL
Name        cry~
CharNoArg   Waaaaah ...~
OthersNoArg $n bursts into tears.~
CharFound   You cry on $S shoulder.~
OthersFound $n cries on $N's shoulder.~
VictFound   $n cries on your shoulder.~
CharAuto    You cry to yourself.~
OthersAuto  $n sobs quietly to $mself.~
End

#SOCIAL
Name        cuddle~
CharNoArg   Whom do you feel like cuddling today?~
CharFound   You cuddle $M.~
OthersFound $n cuddles $N.~
VictFound   $n cuddles you.~
CharAuto    You must feel very cuddly indeed ... :)~
OthersAuto  $n cuddles up to $s shadow.  What a sorry sight.~
End

#SOCIAL
Name        curse~
CharNoArg   You swear loudly for a long time.~
OthersNoArg $n swears: @*&^%@*&!~
CharFound   You swear at $M.~
OthersFound $n swears at $N.~
VictFound   $n swears at you!  Where are $s manners?~
CharAuto    You swear at your own mistakes.~
OthersAuto  $n starts swearing at $mself.  Why don't you help?~
End

#SOCIAL
Name        curtsey~
CharNoArg   You curtsey to your audience.~
OthersNoArg $n curtseys gracefully.~
CharFound   You curtsey to $M.~
OthersFound $n curtseys gracefully to $N.~
VictFound   $n curtseys gracefully for you.~
CharAuto    You curtsey to your audience (yourself).~
OthersAuto  $n curtseys to $mself, since no one is paying attention to $m.~
End

#SOCIAL
Name        dance~
CharNoArg   Feels silly, doesn't it?~
OthersNoArg $n tries to break dance, but nearly breaks $s neck!~
CharFound   You sweep $M into a romantic waltz.~
OthersFound $n sweeps $N into a romantic waltz.~
VictFound   $n sweeps you into a romantic waltz.~
CharAuto    You skip and dance around by yourself.~
OthersAuto  $n dances a pas-de-une.~
End

#SOCIAL
Name        die~
CharNoArg   &LYou.......&GD....&PI....&CE........&sDIE&s!&s!&s!~
OthersNoArg Oh no&P! Hurry&P!!!&L $n's fallen and &L$e can't get up&P!&L $e's &GDEAD&P!!!&n.~
CharFound   &LYou twirl &Lyour finger around the little &Rred button on the remote in &LYour hand, and ask &G$N, "Do &Gyou feel &yLUCKY?!"&n~
OthersFound &L$n twirls &L$s finger around the little &Rred button on the remote in &L$s hand, and asks &G$N, "Do &Gyou feel &yLUCKY?!"&n~
VictFound   &L$n twirls &L$s finger around the little &Rred button on the remote in &L$s hand, and asks &GYou, "Do &GYou feel &yLUCKY?!"&n~
End

#SOCIAL
Name        dive~
CharNoArg   You dive into the ocean.~
OthersNoArg $n dives into the ocean.~
CharFound   You dive behind $M and hide.~
OthersFound $n dives behind $N and hides.~
VictFound   $n dives behind you and hides.~
CharAuto    You take a dive.~
OthersAuto  $n takes a dive.~
End

#SOCIAL
Name        dizzy~
CharNoArg   You are so dizzy from all this chatter.~
OthersNoArg $n spins twice and hits the ground, dizzy from all this chatter.~
CharFound   You are dizzy from all of $N's chatter.~
OthersFound $n spins twice and hits the ground, dizzy from all $N's chatter.~
VictFound   $n spins twice and hits the ground, dizzy from all your chatter.~
CharAuto    You are dizzy from lack of air.  Don't talk so much!~
OthersAuto  $n spins twice and falls to the ground from lack of air.~
End

#SOCIAL
Name        dkiss~
CharNoArg   Who do you wish to use this on?~
CharFound   You kiss $N deeply, slowly carressing $S tongue with yours.~
OthersFound $n kisses $N deeply, slowly carressing $S tongue with $s.~
VictFound   $n kisses you deeply, slowly carressing your tongue with $s.~
CharAuto    You attmept to kiss yourself deeply, sticking your tongue out in the air.~
OthersAuto  $n attempts to kiss $mself deeply, sticking $s tongue out in the air.~
End

#SOCIAL
Name        doze~
CharNoArg   Your chin drops to your chest as you suddenly get dozy.~
OthersNoArg $n's eyes get heavy as $s head drops in a sudden doze.~
CharFound   You weave your hands in a hypnotic pattern trying to make $N sleepy.~
OthersFound $n weaves $s hands in a hypnotic pattern, attempting to put $N to sleep.~
VictFound   $n weaves $s hands in a hypnotic pattern. You start to feel dozy.~
CharAuto    You weave your hands in an odd pattern, suddenly finding yourself dozing off.~
OthersAuto  $n weaves $s hands in an odd pattern, looking surprized to be dozing off.~
End

#SOCIAL
Name        dpoke~
CharNoArg   Who do you wish to poke?~
CharFound   You poke $n with a giant dick shaped pillow in the tummy!~
OthersFound $n pokes $N with a giant dick shaped pillow in the tummy!~
VictFound   $n pokes you with a giant dicked shaped pillow in the tummy!~
End

#SOCIAL
Name        drool~
CharNoArg   You drool on yourself.~
OthersNoArg $n drools on $mself.~
CharFound   You drool all over $N.~
OthersFound $n drools all over $N.~
VictFound   $n drools all over you.~
CharAuto    You drool on yourself.~
OthersAuto  $n drools on $mself.~
End

#SOCIAL
Name        duck~
CharNoArg   Whew!  That was close!~
OthersNoArg $n ducks defensively.~
CharFound   You duck behind $M.  Whew!  That was close!~
OthersFound $n ducks behind $N to avoid the fray.~
VictFound   $n ducks behind you to avoid the fray.~
CharAuto    You duck behind yourself.  Oww that hurts!~
OthersAuto  $n tries to duck behind $mself.  $n needs help getting untied now.~
End

#SOCIAL
Name        dynamite~
CharNoArg   You've got dynamite in your pants~
CharAuto    You've got dynamite in your pants~
End

#SOCIAL
Name        eatbrain~
CharNoArg   You look bloodthirstily around for a nice large brain.~
OthersNoArg $n glances around the room, licking his lips and glancing at foreheads.~
CharFound   You dive onto $N's shoulders, bash their head open with a rock, and greedily devour the contents inside.~
OthersFound $n leaps onto $N's shoulders, takes a rock, and bashes his head open, then begins to greedily devour the mess inside.~
VictFound   You feel a pounce on your shoulders, then hear a sickening *crack* as your head is bashed open.. whats that strange munching noise?~
CharAuto    Are you feeling alright?~
OthersAuto  $n glances at his head in the mirror and licks his lips.~
End

#SOCIAL
Name        embrace~
CharNoArg   Who do you want to hold?~
OthersNoArg $n looks around for someone to hold close to $m.~
CharFound   You hold $M in a warm and loving embrace.~
OthersFound $n holds $N in a warm and loving embrace.~
VictFound   $n holds you in a warm and loving embrace.~
CharAuto    You hold yourself in a warm and loving embrace.  Feels silly doesn't it?~
OthersAuto  $n holds $mself in a warm and loving embrace.  $e looks pretty silly.~
End

#SOCIAL
Name        evilgrin~
CharNoArg   You grin evilly.~
OthersNoArg $n grins evilly.~
CharFound   You grin evilly at $M.~
OthersFound $n grins evilly at $N.~
VictFound   $n grins evilly at you. Hmm. Better keep your distance.~
CharAuto    You grin at yourself. You must be getting very bad thoughts.~
OthersAuto  $n grins at $mself. You must wonder what's in $s mind.~
End

#SOCIAL
Name        eyebrow~
CharNoArg   You raise an eyebrow.~
OthersNoArg $n raises an eyebrow.~
CharFound   You raise an eyebrow at $M.~
OthersFound $n raises an eyebrow at $N.~
VictFound   $n raises an eyebrow at you.~
CharAuto    You raise an eyebrow at yourself.  That hurt!~
OthersAuto  $n raises an eyebrow at $mself.  That must have hurt!~
End

#SOCIAL
Name        faint~
CharNoArg   You feel dizzy and hit the ground like a board.~
OthersNoArg $n's eyes roll back in $s head and $e crumples to the ground.~
CharFound   You faint into $S arms.~
OthersFound $n faints into $N's arms.~
VictFound   $n faints into your arms.  How romantic.~
CharAuto    You look down at your condition and faint.~
OthersAuto  $n looks down at $s condition and faints dead away.~
End

#SOCIAL
Name        fakerep~
CharNoArg   You report: 12874/13103 hp 9238/10230 mana 2483/3451 mv 2.31E13 xp.~
OthersNoArg $n reports: 12874/13103 hp 9238/10230 mana 2483/3451 mv 2.31E13 xp.~
CharFound   You report: 12874/13103 hp 9238/10230 mana 2483/3451 mv 2.31E13 xp.~
OthersFound $n reports: 12874/13103 hp 9238/10230 mana 2483/3451 mv 2.31E13 xp.~
VictFound   $n reports: 12874/13103 hp 9238/10230 mana 2483/3451 mv 2.31E13 xp.~
CharAuto    You report: 12874/13103 hp 9238/10230 mana 2483/3451 mv 2.31E13 xp.~
OthersAuto  $n reports: 12874/13103 hp 9238/10230 mana 2483/3451 mv 2.31E13 xp.~
End

#SOCIAL
Name        fart~
CharNoArg   Where are your manners?~
OthersNoArg $n lets off a real rip-roarer ... a greenish cloud envelops $n!~
CharFound   You fart at $M.  Boy, you are sick.~
OthersFound $n farts in $N's direction.  Better flee before $e turns to you!~
VictFound   $n farts in your direction.  You gasp for air.~
CharAuto    You fart at yourself.  You deserve it.~
OthersAuto  $n farts at $mself.  Better $m than you.~
End

#SOCIAL
Name        flaf~
CharNoArg   You fucking laugh~
OthersNoArg $n fucking laughs~
CharFound   You fucking laugh at $N! ha ha stupid ho~
OthersFound $n fucking laughs at $N! ha ha stupid ho~
VictFound   $n fucking laughs at You....how dare they!~
End

#SOCIAL
Name        flip~
CharNoArg   You flip head over heels.~
OthersNoArg $n flips head over heels.~
CharFound   You flip $M over your shoulder.~
OthersFound $n flips $N over $s shoulder.~
VictFound   $n flips you over $s shoulder.  Hmmmm.~
CharAuto    You tumble all over the room.~
OthersAuto  $n does some nice tumbling and gymnastics.~
End

#SOCIAL
Name        flirt~
CharNoArg   Wink wink!~
OthersNoArg $n flirts -- probably needs a date, huh?~
CharFound   You flirt with $M.~
OthersFound $n flirts with $N.~
VictFound   $n wants you to show some interest and is flirting with you.~
CharAuto    You flirt with yourself.~
OthersAuto  $n flirts with $mself.  Hoo boy.~
End

#SOCIAL
Name        flutter~
CharNoArg   You flutter your eyelashes.~
OthersNoArg $n flutters $s eyelashes.~
CharFound   You flutter your eyelashes at $M.~
OthersFound $n flutters $s eyelashes in $N's direction.~
VictFound   $n looks at you and flutters $s eyelashes.~
CharAuto    You flutter your eyelashes at the thought of yourself.~
OthersAuto  $n flutters $s eyelashes at no one in particular.~
End

#SOCIAL
Name        fondle~
CharNoArg   Who needs to be fondled?~
CharFound   You fondly fondle $M.~
OthersFound $n fondly fondles $N.~
VictFound   $n fondly fondles you.~
CharAuto    You fondly fondle yourself, feels funny doesn't it ?~
OthersAuto  $n fondly fondles $mself - this is going too far!!~
End

#SOCIAL
Name        french~
CharNoArg   Kiss whom?~
CharFound   You give $N a &sl&so&sn&sg and &sp&sa&ss&ss&si&so&sn&sa&st&se&s k&si&ss&ss&n.~
OthersFound $n gives $N a &sl&so&sn&sg and &sp&sa&ss&ss&si&so&sn&sa&st&se&s k&si&ss&ss&n.~
VictFound   $n gives you a &sl&so&sn&sg and &sp&sa&ss&ss&si&so&sn&sa&st&se&s k&si&ss&ss&n.~
CharAuto    You gather yourself in your arms and try to kiss yourself.~
OthersAuto  $n makes an attempt at kissing $mself.~
End

#SOCIAL
Name        frown~
CharNoArg   What's bothering you ?~
OthersNoArg $n frowns.~
CharFound   You frown at what $E did.~
OthersFound $n frowns at what $E did.~
VictFound   $n frowns at what you did.~
CharAuto    You frown at yourself.  Poor baby.~
OthersAuto  $n frowns at $mself.  Poor baby.~
End

#SOCIAL
Name        fume~
CharNoArg   You grit your teeth and fume with rage.~
OthersNoArg $n grits $s teeth and fumes with rage.~
CharFound   You stare at $M, fuming.~
OthersFound $n stares at $N, fuming with rage.~
VictFound   $n stares at you, fuming with rage!~
CharAuto    That's right - hate yourself!~
OthersAuto  $n clenches $s fists and stomps his feet, fuming with anger.~
End

#SOCIAL
Name        gasp~
CharNoArg   You gasp in astonishment.~
OthersNoArg $n gasps in astonishment.~
CharFound   You gasp as you realize what $E did.~
OthersFound $n gasps as $e realizes what $N did.~
VictFound   $n gasps as $e realizes what you did.~
CharAuto    You look at yourself and gasp!~
OthersAuto  $n takes one look at $mself and gasps in astonisment!~
End

#SOCIAL
Name        gawk~
CharNoArg   You gawk at everyone around you.~
OthersNoArg $n gawks at everyone in the room.~
CharFound   You gawk at $M.~
OthersFound $n gawks at $N.~
VictFound   $n gawks at you.~
CharAuto    You gawk as you think what you must look like to others.~
OthersAuto  $n is gawking again.  What is on $s mind?~
End

#SOCIAL
Name        ghug~
CharNoArg   GROUP HUG!  GROUP HUG!~
OthersNoArg $n hugs you all in a big group hug.  How sweet!~
CharFound   GROUP HUG!  GROUP HUG!~
OthersFound $n hugs you all in a big group hug.  How sweet!~
VictFound   $n hugs you all in a big group hug.  How sweet!~
CharAuto    GROUP HUG!  GROUP HUG!~
OthersAuto  $n hugs you all in a big group hug.  How sweet!~
End

#SOCIAL
Name        giggle~
CharNoArg   You &sg&si&sg&sg&sl&se.~
OthersNoArg $n &sg&si&sg&sg&sl&se&ss.~
CharFound   You &sg&si&sg&sg&sl&se at $M.~
OthersFound $n &sg&si&sg&sg&sl&se&ss at $N and &sb&sl&su&ss&sh&se&ss.~
VictFound   $n giggles at you.  Hope it's not contagious!~
CharAuto    You giggle at yourself.  You must be nervous or something.~
OthersAuto  $n giggles at $mself.  $e must be nervous or something.~
End

#SOCIAL
Name        girn~
CharNoArg   You try to grin, but somehow get it slightly wrong.~
OthersNoArg $n tries to grin, but somehow gets it slightly wrong.~
CharFound   You try to grin at $N, but $E gives you a funny look.~
OthersFound $n tries to grin at $N, but screws it up badly.~
VictFound   $n turns $s lips in a sad attempt at a lopsided grin.~
CharAuto    Your face becomes a ghastly mask as you fail to grin.~
OthersAuto  $n's face becomes a strange death mask as $s tries to grin.~
End

#SOCIAL
Name        glare~
CharNoArg   You glare at nothing in particular.~
OthersNoArg $n glares around $m.~
CharFound   You glare icily at $M.~
OthersFound $n glares at $N.~
VictFound   $n glares icily at you, you feel cold to your bones.~
CharAuto    You glare icily at your feet, they are suddenly very cold.~
OthersAuto  $n glares at $s feet, what is bothering $m?~
End

#SOCIAL
Name        grimace~
CharNoArg   You contort your face in disgust.~
OthersNoArg $n grimaces in disgust.~
CharFound   You grimace in disgust at $M.~
OthersFound $n grimaces in disgust at $N.~
VictFound   $n grimaces in disgust at you.~
CharAuto    You grimace at yourself in disgust.~
