Wed Nov 19 11:00:00 2003: 1 players
Thu Dec 25 14:30:00 2008: 0 players
Thu Dec 25 15:00:00 2008: 0 players
Thu Dec 25 15:30:00 2008: 0 players
Thu Dec 25 16:00:00 2008: 0 players
Thu Dec 25 16:30:00 2008: 0 players
Thu Dec 25 17:00:00 2008: 0 players
Thu Dec 25 17:30:00 2008: 0 players
Thu Dec 25 18:00:00 2008: 0 players
Thu Dec 25 18:30:00 2008: 1 players
Thu Dec 25 19:00:00 2008: 1 players
Thu Dec 25 19:30:00 2008: 0 players
Thu Dec 25 20:00:00 2008: 0 players
Thu Dec 25 20:30:00 2008: 0 players
Thu Dec 25 21:00:00 2008: 0 players
Thu Dec 25 21:30:00 2008: 0 players
Thu Dec 25 22:00:00 2008: 0 players
Thu Dec 25 22:30:00 2008: 0 players
Thu Dec 25 23:00:00 2008: 0 players
Thu Dec 25 23:30:00 2008: 0 players
Fri Dec 26 00:00:00 2008: 0 players
Fri Dec 26 00:30:00 2008: 0 players
Fri Dec 26 01:00:00 2008: 0 players
Fri Dec 26 01:30:00 2008: 0 players
Fri Dec 26 02:00:00 2008: 0 players
Fri Dec 26 02:30:00 2008: 0 players
Fri Dec 26 03:00:00 2008: 0 players
Fri Dec 26 03:30:00 2008: 0 players
Fri Dec 26 04:00:00 2008: 0 players
Fri Dec 26 04:30:00 2008: 0 players
Fri Dec 26 05:00:00 2008: 0 players
Fri Dec 26 05:30:00 2008: 0 players
Fri Dec 26 06:00:00 2008: 0 players
Fri Dec 26 06:30:00 2008: 0 players
Fri Dec 26 07:00:00 2008: 0 players
Fri Dec 26 07:30:00 2008: 0 players
Fri Dec 26 08:00:00 2008: 0 players
Fri Dec 26 08:30:00 2008: 0 players
Fri Dec 26 09:00:00 2008: 0 players
Fri Dec 26 09:30:00 2008: 0 players
Fri Dec 26 10:00:00 2008: 0 players
Fri Dec 26 10:30:00 2008: 0 players
Fri Dec 26 11:00:00 2008: 0 players
Fri Dec 26 11:30:00 2008: 0 players
Fri Dec 26 12:00:00 2008: 0 players
Fri Dec 26 12:30:00 2008: 0 players
Fri Dec 26 13:00:00 2008: 0 players
Fri Dec 26 13:30:00 2008: 0 players
Fri Dec 26 14:00:00 2008: 0 players
Fri Dec 26 14:30:00 2008: 0 players
Fri Dec 26 15:00:00 2008: 0 players
Fri Dec 26 15:30:00 2008: 0 players
Fri Dec 26 16:00:00 2008: 0 players
Fri Dec 26 16:30:00 2008: 0 players
Fri Dec 26 17:00:00 2008: 0 players
Fri Dec 26 17:30:00 2008: 0 players
Fri Dec 26 18:00:00 2008: 0 players
Fri Dec 26 18:30:00 2008: 0 players
Fri Dec 26 19:00:00 2008: 0 players
Fri Dec 26 19:30:00 2008: 0 players
Fri Dec 26 20:00:00 2008: 0 players
Fri Dec 26 20:30:00 2008: 0 players
Fri Dec 26 21:00:00 2008: 0 players
Fri Dec 26 21:30:00 2008: 0 players
Fri Dec 26 22:00:00 2008: 0 players
Fri Dec 26 22:30:00 2008: 0 players
Fri Dec 26 23:00:00 2008: 0 players
Fri Dec 26 23:30:00 2008: 0 players
Sat Dec 27 00:00:00 2008: 0 players
Sat Dec 27 00:30:00 2008: 0 players
Sat Dec 27 01:00:00 2008: 0 players
Sat Dec 27 01:30:00 2008: 0 players
Sat Dec 27 02:00:00 2008: 0 players
Sat Dec 27 02:30:00 2008: 0 players
Sat Dec 27 03:00:00 2008: 0 players
Sat Dec 27 03:30:00 2008: 0 players
Sat Dec 27 04:00:00 2008: 0 players
Sat Dec 27 04:30:00 2008: 0 players
Sat Dec 27 05:00:00 2008: 0 players
Sat Dec 27 05:30:00 2008: 0 players
Sat Dec 27 06:00:00 2008: 0 players
Sat Dec 27 06:30:00 2008: 0 players
Sat Dec 27 07:00:00 2008: 0 players
Sat Dec 27 07:30:00 2008: 0 players
Sat Dec 27 08:00:00 2008: 0 players
Sat Dec 27 08:30:00 2008: 0 players
Sat Dec 27 09:00:00 2008: 0 players
Sat Dec 27 09:30:00 2008: 0 players
Sat Dec 27 10:00:00 2008: 0 players
Sat Dec 27 10:30:00 2008: 0 players
Sat Dec 27 11:00:00 2008: 0 players
Sat Dec 27 11:30:00 2008: 0 players
Sat Dec 27 12:00:00 2008: 0 players
Sat Dec 27 12:30:00 2008: 0 players
Sat Dec 27 13:00:00 2008: 0 players
Sat Dec 27 13:30:00 2008: 0 players
Sat Dec 27 14:00:00 2008: 0 players
Sat Dec 27 14:30:00 2008: 0 players
Sat Dec 27 15:00:00 2008: 0 players
Sat Dec 27 15:30:00 2008: 0 players
Sat Dec 27 16:00:00 2008: 0 players
Sat Dec 27 16:30:00 2008: 0 players
Sat Dec 27 17:00:00 2008: 0 players
Sat Dec 27 17:30:00 2008: 0 players
Sat Dec 27 18:00:00 2008: 0 players
Sat Dec 27 18:30:00 2008: 0 players
Sat Dec 27 19:00:00 2008: 0 players
Sat Dec 27 19:30:00 2008: 0 players
Sat Dec 27 20:00:00 2008: 0 players
Sat Dec 27 20:30:00 2008: 0 players
Sat Dec 27 21:00:00 2008: 0 players
Sat Dec 27 21:30:00 2008: 0 players
Sat Dec 27 22:00:00 2008: 0 players
Sat Dec 27 22:30:00 2008: 0 players
Sat Dec 27 23:00:00 2008: 0 players
Sat Dec 27 23:30:00 2008: 0 players
Sun Dec 28 00:00:00 2008: 0 players
Sun Dec 28 00:30:00 2008: 0 players
Sun Dec 28 01:00:00 2008: 0 players
Sun Dec 28 01:30:00 2008: 0 players
Sun Dec 28 02:00:00 2008: 0 players
Sun Dec 28 02:30:00 2008: 0 players
Sun Dec 28 03:00:00 2008: 0 players
Sun Dec 28 03:30:00 2008: 0 players
Sun Dec 28 04:00:00 2008: 0 players
Sun Dec 28 04:30:00 2008: 0 players
Sun Dec 28 05:00:00 2008: 0 players
Sun Dec 28 05:30:00 2008: 0 players
Sun Dec 28 06:00:00 2008: 0 players
Sun Dec 28 06:30:00 2008: 0 players
Sun Dec 28 07:00:00 2008: 0 players
Sun Dec 28 07:30:00 2008: 0 players
Sun Dec 28 08:00:00 2008: 0 players
Sun Dec 28 08:30:00 2008: 0 players
Sun Dec 28 09:00:00 2008: 0 players
Sun Dec 28 09:30:00 2008: 0 players
Sun Dec 28 10:00:00 2008: 0 players
Sun Dec 28 10:30:00 2008: 0 players
Sun Dec 28 11:00:00 2008: 0 players
Sun Dec 28 11:30:00 2008: 0 players
Sun Dec 28 12:00:00 2008: 0 players
Sun Dec 28 12:30:00 2008: 0 players
Sun Dec 28 13:00:00 2008: 0 players
Sun Dec 28 13:30:00 2008: 0 players
Sun Dec 28 14:00:00 2008: 0 players
Sun Dec 28 14:30:00 2008: 0 players
Sun Dec 28 15:00:00 2008: 0 players
Sun Dec 28 15:30:00 2008: 0 players
Sun Dec 28 16:00:00 2008: 0 players
Sun Dec 28 16:30:00 2008: 0 players
Sun Dec 28 17:00:00 2008: 0 players
Sun Dec 28 17:30:00 2008: 0 players
Sun Dec 28 18:00:00 2008: 0 players
Sun Dec 28 18:30:00 2008: 0 players
Sun Dec 28 19:00:00 2008: 0 players
Sun Dec 28 19:30:00 2008: 0 players
Sun Dec 28 20:00:00 2008: 0 players
Sun Dec 28 20:30:00 2008: 0 players
Sun Dec 28 21:00:00 2008: 0 players
Sun Dec 28 21:30:00 2008: 0 players
Sun Dec 28 22:00:00 2008: 0 players
Sun Dec 28 22:30:00 2008: 0 players
Sun Dec 28 23:00:00 2008: 0 players
Sun Dec 28 23:30:00 2008: 0 players
Mon Dec 29 00:00:00 2008: 0 players
Mon Dec 29 00:30:00 2008: 0 players
Mon Dec 29 01:00:00 2008: 0 players
Mon Dec 29 01:30:00 2008: 0 players
Mon Dec 29 02:00:00 2008: 0 players
Mon Dec 29 02:30:00 2008: 0 players
Mon Dec 29 03:00:00 2008: 0 players
Mon Dec 29 03:30:00 2008: 0 players
Mon Dec 29 04:00:00 2008: 0 players
Mon Dec 29 04:30:00 2008: 0 players
Mon Dec 29 05:00:00 2008: 0 players
Mon Dec 29 05:30:00 2008: 0 players
Mon Dec 29 06:00:00 2008: 0 players
Mon Dec 29 06:30:00 2008: 0 players
Mon Dec 29 07:00:00 2008: 0 players
Mon Dec 29 07:30:00 2008: 0 players
Mon Dec 29 08:00:00 2008: 0 players
Mon Dec 29 08:30:00 2008: 0 players
Mon Dec 29 09:00:00 2008: 0 players
Mon Dec 29 09:30:00 2008: 0 players
Mon Dec 29 10:00:00 2008: 0 players
Mon Dec 29 10:30:00 2008: 0 players
Mon Dec 29 11:00:00 2008: 0 players
Mon Dec 29 11:30:00 2008: 0 players
Mon Dec 29 12:00:00 2008: 0 players
Mon Dec 29 12:30:00 2008: 0 players
Mon Dec 29 13:00:00 2008: 0 players
Mon Dec 29 13:30:00 2008: 0 players
Mon Dec 29 14:00:00 2008: 0 players
Mon Dec 29 14:30:00 2008: 0 players
Mon Dec 29 15:00:00 2008: 0 players
Mon Dec 29 15:30:00 2008: 0 players
Mon Dec 29 16:00:00 2008: 0 players
Mon Dec 29 16:30:00 2008: 0 players
Mon Dec 29 17:00:00 2008: 0 players
Mon Dec 29 17:30:00 2008: 0 players
Mon Dec 29 18:00:00 2008: 0 players
Mon Dec 29 18:30:00 2008: 0 players
Mon Dec 29 19:00:00 2008: 0 players
Mon Dec 29 19:30:00 2008: 0 players
Mon Dec 29 20:00:00 2008: 0 players
Mon Dec 29 20:30:00 2008: 0 players
Mon Dec 29 21:00:00 2008: 0 players
Mon Dec 29 21:30:00 2008: 0 players
Mon Dec 29 22:00:00 2008: 0 players
Mon Dec 29 22:30:00 2008: 0 players
Mon Dec 29 23:00:00 2008: 0 players
Mon Dec 29 23:30:00 2008: 0 players
Tue Dec 30 00:00:00 2008: 0 players
Tue Dec 30 00:30:00 2008: 0 players
Tue Dec 30 01:00:00 2008: 0 players
Tue Dec 30 01:30:00 2008: 0 players
Tue Dec 30 02:00:00 2008: 0 players
Tue Dec 30 02:30:00 2008: 0 players
Tue Dec 30 03:00:00 2008: 0 players
Tue Dec 30 03:30:00 2008: 0 players
Tue Dec 30 04:00:00 2008: 0 players
Tue Dec 30 04:30:00 2008: 0 players
Tue Dec 30 05:00:00 2008: 0 players
Tue Dec 30 05:30:00 2008: 0 players
Tue Dec 30 06:00:00 2008: 0 players
Tue Dec 30 06:30:00 2008: 0 players
Tue Dec 30 07:00:00 2008: 0 players
Tue Dec 30 07:30:00 2008: 0 players
Tue Dec 30 08:00:00 2008: 0 players
Tue Dec 30 08:30:00 2008: 0 players
Tue Dec 30 09:00:00 2008: 0 players
Tue Dec 30 09:30:00 2008: 0 players
Tue Dec 30 10:00:00 2008: 0 players
Tue Dec 30 10:30:00 2008: 0 players
Tue Dec 30 11:00:00 2008: 0 players
Tue Dec 30 11:30:00 2008: 0 players
Tue Dec 30 12:00:00 2008: 0 players
Tue Dec 30 12:30:00 2008: 0 players
Tue Dec 30 13:00:00 2008: 0 players
Tue Dec 30 13:30:00 2008: 0 players
Tue Dec 30 14:00:00 2008: 0 players
Tue Dec 30 14:30:00 2008: 0 players
Tue Dec 30 15:00:00 2008: 0 players
Tue Dec 30 15:30:00 2008: 0 players
Tue Dec 30 16:00:00 2008: 0 players
Tue Dec 30 16:30:00 2008: 0 players
Tue Dec 30 17:00:00 2008: 0 players
Tue Dec 30 17:30:00 2008: 0 players
Tue Dec 30 18:00:00 2008: 0 players
Tue Dec 30 18:30:00 2008: 0 players
Tue Dec 30 19:00:00 2008: 0 players
Tue Dec 30 19:30:00 2008: 0 players
Tue Dec 30 20:00:00 2008: 0 players
Tue Dec 30 20:30:00 2008: 0 players
Tue Dec 30 21:00:00 2008: 0 players
Tue Dec 30 21:30:00 2008: 0 players
Tue Dec 30 22:00:00 2008: 0 players
Tue Dec 30 22:30:00 2008: 0 players
Tue Dec 30 23:00:00 2008: 0 players
Tue Dec 30 23:30:00 2008: 0 players
Wed Dec 31 00:00:00 2008: 0 players
Wed Dec 31 00:30:00 2008: 0 players
Wed Dec 31 01:00:00 2008: 0 players
Wed Dec 31 01:30:00 2008: 0 players
Wed Dec 31 02:00:00 2008: 0 players
Wed Dec 31 02:30:00 2008: 0 players
Wed Dec 31 03:00:00 2008: 0 players
Wed Dec 31 03:30:00 2008: 0 players
Wed Dec 31 04:00:00 2008: 0 players
Wed Dec 31 04:30:00 2008: 0 players
Wed Dec 31 05:00:00 2008: 0 players
Wed Dec 31 05:30:00 2008: 0 players
Wed Dec 31 06:00:00 2008: 0 players
Wed Dec 31 06:30:00 2008: 0 players
Wed Dec 31 07:00:00 2008: 0 players
Wed Dec 31 07:30:00 2008: 0 players
Wed Dec 31 08:00:00 2008: 0 players
Wed Dec 31 08:30:00 2008: 0 players
Wed Dec 31 09:00:00 2008: 0 players
Wed Dec 31 09:30:00 2008: 0 players
Wed Dec 31 10:00:00 2008: 0 players
Wed Dec 31 10:30:00 2008: 0 players
Wed Dec 31 11:00:00 2008: 0 players
Wed Dec 31 11:30:00 2008: 0 players
Wed Dec 31 12:00:00 2008: 0 players
Wed Dec 31 12:30:00 2008: 0 players
Wed Dec 31 13:00:00 2008: 0 players
Wed Dec 31 13:30:00 2008: 0 players
Wed Dec 31 14:00:00 2008: 0 players
Wed Dec 31 14:30:00 2008: 0 players
Wed Dec 31 15:00:00 2008: 0 players
Wed Dec 31 15:30:00 2008: 0 players
Wed Dec 31 16:00:00 2008: 0 players
Wed Dec 31 16:30:00 2008: 0 players
Wed Dec 31 17:00:00 2008: 0 players
Wed Dec 31 17:30:00 2008: 0 players
Wed Dec 31 18:00:00 2008: 0 players
Wed Dec 31 18:30:00 2008: 0 players
Wed Dec 31 19:00:00 2008: 0 players
Wed Dec 31 19:30:00 2008: 0 players
Wed Dec 31 20:00:00 2008: 0 players
Wed Dec 31 20:30:00 2008: 0 players
Wed Dec 31 21:00:00 2008: 0 players
Wed Dec 31 21:30:00 2008: 0 players
Wed Dec 31 22:00:00 2008: 0 players
Wed Dec 31 22:30:00 2008: 0 players
Wed Dec 31 23:00:00 2008: 0 players
Wed Dec 31 23:30:00 2008: 0 players
Thu Jan  1 00:00:00 2009: 0 players
Thu Jan  1 00:30:00 2009: 0 players
Thu Jan  1 01:00:00 2009: 0 players
Thu Jan  1 01:30:00 2009: 0 players
Thu Jan  1 02:00:00 2009: 0 players
Thu Jan  1 02:30:00 2009: 0 players
Thu Jan  1 03:00:00 2009: 0 players
Thu Jan  1 03:30:00 2009: 0 players
Thu Jan  1 04:00:00 2009: 0 players
Thu Jan  1 04:30:00 2009: 0 players
Thu Jan  1 05:00:00 2009: 0 players
Thu Jan  1 05:30:00 2009: 0 players
Thu Jan  1 06:00:00 2009: 0 players
Thu Jan  1 06:30:00 2009: 0 players
Thu Jan  1 07:00:00 2009: 0 players
Thu Jan  1 07:30:00 2009: 0 players
Thu Jan  1 08:00:00 2009: 0 players
Thu Jan  1 08:30:00 2009: 0 players
Thu Jan  1 09:00:00 2009: 0 players
Thu Jan  1 09:30:00 2009: 0 players
Thu Jan  1 10:00:00 2009: 0 players
Thu Jan  1 10:30:00 2009: 0 players
Thu Jan  1 11:00:00 2009: 0 players
Thu Jan  1 11:30:00 2009: 0 players
Thu Jan  1 12:00:00 2009: 0 players
Thu Jan  1 12:30:00 2009: 0 players
Thu Jan  1 13:00:00 2009: 0 players
Thu Jan  1 13:30:00 2009: 0 players
Thu Jan  1 14:00:00 2009: 0 players
Thu Jan  1 14:30:00 2009: 0 players
Thu Jan  1 15:00:00 2009: 0 players
Thu Jan  1 15:30:00 2009: 0 players
Thu Jan  1 16:00:00 2009: 0 players
Thu Jan  1 16:30:00 2009: 0 players
Thu Jan  1 17:00:00 2009: 0 players
Thu Jan  1 17:30:00 2009: 0 players
Thu Jan  1 18:00:00 2009: 0 players
Thu Jan  1 18:30:00 2009: 0 players
Thu Jan  1 19:00:00 2009: 0 players
Thu Jan  1 19:30:00 2009: 0 players
Thu Jan  1 20:00:00 2009: 0 players
Thu Jan  1 20:30:00 2009: 0 players
Thu Jan  1 21:00:00 2009: 0 players
Thu Jan  1 21:30:00 2009: 0 players
Thu Jan  1 22:00:00 2009: 0 players
Thu Jan  1 22:30:00 2009: 0 players
Thu Jan  1 23:00:00 2009: 0 players
Thu Jan  1 23:30:00 2009: 1 players
Fri Jan  2 00:00:00 2009: 0 players
Fri Jan  2 00:30:00 2009: 0 players
Fri Jan  2 01:00:00 2009: 0 players
Fri Jan  2 01:30:00 2009: 1 players
Fri Jan  2 02:00:00 2009: 1 players
Fri Jan  2 02:30:00 2009: 0 players
Fri Jan  2 03:00:00 2009: 0 players
Fri Jan  2 03:30:00 2009: 0 players
Fri Jan  2 04:00:00 2009: 0 players
Fri Jan  2 04:30:00 2009: 0 players
Fri Jan  2 05:00:00 2009: 0 players
Fri Jan  2 05:30:00 2009: 0 players
Fri Jan  2 06:00:00 2009: 0 players
Fri Jan  2 06:30:00 2009: 0 players
Fri Jan  2 07:00:00 2009: 0 players
Fri Jan  2 07:30:00 2009: 0 players
Fri Jan  2 08:00:00 2009: 0 players
Fri Jan  2 08:30:00 2009: 0 players
Fri Jan  2 09:00:00 2009: 0 players
Fri Jan  2 09:30:00 2009: 0 players
Fri Jan  2 10:00:00 2009: 0 players
Fri Jan  2 10:30:00 2009: 0 players
Fri Jan  2 11:00:00 2009: 0 players
Fri Jan  2 11:30:00 2009: 0 players
Fri Jan  2 12:00:00 2009: 0 players
Fri Jan  2 12:30:00 2009: 0 players
